bairro_group,bairro,latitude,longitude,room_type,price,minimo_noites,numero_de_reviews,calculado_host_listings_count,distance_to_empire_state
Brooklyn,Bedford-Stuyvesant,40.68137,-73.95714,Private room,100,1,2,1,7.839072187938003
Queens,St. Albans,40.69866,-73.76759,Private room,59,1,0,2,19.2077690555182
Brooklyn,Sunset Park,40.65977,-73.99087,Private room,40,8,7,1,9.876634932119005
Brooklyn,Bedford-Stuyvesant,40.6972,-73.93613,Private room,75,2,6,1,7.064686258411514
Queens,St. Albans,40.69869,-73.749,Entire home/apt,250,3,4,3,20.713535059816188
Brooklyn,Bedford-Stuyvesant,40.67966,-73.90755,Private room,28,3,1,1,10.096148568359382
Brooklyn,Greenpoint,40.73561,-73.95873,Entire home/apt,150,3,3,1,2.6767893451356333
Brooklyn,Sheepshead Bay,40.59823,-73.95909,Shared room,30,2,5,10,16.866262364118484
Manhattan,Chelsea,40.7507,-74.00261,Entire home/apt,170,3,6,1,1.4568700949262086
Queens,Flushing,40.76079,-73.83387,Private room,90,3,1,2,12.86871466646443
Queens,Flushing,40.76068,-73.82233,Private room,66,2,19,1,13.835403640522427
Manhattan,Washington Heights,40.83649,-73.94383,Private room,29,134,0,1,10.41813672569083
Brooklyn,Williamsburg,40.70901,-73.9676,Entire home/apt,300,4,2,1,4.640859310970792
Manhattan,Harlem,40.82199,-73.95632,Entire home/apt,120,5,1,1,8.554970623613261
Queens,Astoria,40.76529,-73.91137,Entire home/apt,103,5,1,1,6.535434048082809
Queens,Ridgewood,40.70581,-73.90978,Private room,43,2,4,1,7.96208034878713
Brooklyn,Bay Ridge,40.62951,-74.02319,Entire home/apt,165,7,0,1,13.610048483022359
Queens,Briarwood,40.70742,-73.81345,Entire home/apt,55,1,11,1,15.22217450497573
Manhattan,West Village,40.73334,-74.00098,Entire home/apt,240,4,18,1,2.120060171492366
Brooklyn,Williamsburg,40.71235,-73.95764,Private room,79,4,0,1,4.655353857008978
Brooklyn,Bushwick,40.69874,-73.93589,Private room,50,2,30,1,6.939301362575169
Brooklyn,Greenpoint,40.72745,-73.9483,Entire home/apt,85,3,4,1,3.9166597331822337
Manhattan,Harlem,40.80652,-73.94937,Private room,68,1,33,1,7.153879406938816
Manhattan,Morningside Heights,40.80741,-73.96658,Entire home/apt,150,13,1,1,6.761116674589264
Brooklyn,Cypress Hills,40.6765,-73.9063,Entire home/apt,150,3,9,2,10.432742198659051
Manhattan,Upper East Side,40.77829,-73.95093,Private room,150,5,5,4,4.428591604740464
Queens,Rego Park,40.72637,-73.86829,Private room,60,3,1,1,10.194283935335609
Manhattan,Hell's Kitchen,40.76193,-73.99147,Entire home/apt,499,2,14,1,1.5847607426933477
Brooklyn,Crown Heights,40.66988,-73.94682,Private room,60,20,1,1,9.333695608622884
Manhattan,Harlem,40.82411,-73.95441,Private room,47,8,31,6,8.827778765220115
Manhattan,Upper East Side,40.77954,-73.95127,Private room,150,5,5,4,4.515599540176906
Manhattan,Upper East Side,40.78006,-73.95046,Private room,150,5,7,4,4.6038227380860235
Manhattan,Hell's Kitchen,40.75659,-73.99988,Private room,179,1,27,30,1.5098928992174894
Manhattan,Hell's Kitchen,40.75753,-73.99701,Private room,199,1,25,30,1.3989869872804763
Brooklyn,Bushwick,40.69538,-73.92501,Private room,59,20,0,1,7.80846752677577
Queens,Astoria,40.76589,-73.92259,Private room,150,2,4,1,5.658493627140404
Manhattan,Upper East Side,40.76831,-73.95929,Entire home/apt,200,5,2,1,3.1355492770137667
Brooklyn,Bedford-Stuyvesant,40.67752,-73.90886,Private room,26,30,0,2,10.207478789270311
Brooklyn,Sunset Park,40.65978,-73.99406,Private room,50,3,3,1,9.891297788624708
Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.94985,Entire home/apt,100,3,10,1,10.309079379309312
Brooklyn,Downtown Brooklyn,40.69115,-73.98466,Entire home/apt,99,3,1,1,6.373989323341328
Manhattan,Harlem,40.80616,-73.95007,Entire home/apt,269,1,29,3,7.0925455531246975
Brooklyn,Williamsburg,40.70685,-73.94231,Private room,60,150,2,2,5.893682954886592
Queens,Springfield Gardens,40.66635,-73.76622,Entire home/apt,300,1,5,1,20.64311724328024
Brooklyn,Greenpoint,40.72778,-73.94781,Private room,200,7,0,1,3.9283473401067033
Manhattan,Washington Heights,40.83856,-73.94186,Private room,109,1,2,1,10.691377604465641
Brooklyn,Clinton Hill,40.69415,-73.96581,Entire home/apt,250,2,30,1,6.266115848399511
Staten Island,Dongan Hills,40.58415,-74.10503,Entire home/apt,70,3,14,1,20.880796173046622
Manhattan,East Village,40.72818,-73.98075,Entire home/apt,225,3,2,1,2.288311829282865
Brooklyn,Crown Heights,40.66655,-73.95005,Private room,85,2,7,2,9.593052343170232
Brooklyn,East Flatbush,40.64251,-73.93926,Private room,50,2,32,4,12.419884089203446
Manhattan,Harlem,40.81756,-73.9452,Private room,99,14,2,1,8.417689226443965
Queens,Flushing,40.76506,-73.82757,Private room,65,1,3,5,13.453819499506952
Brooklyn,Park Slope,40.67989,-73.97922,Private room,120,2,12,1,7.64590953142282
Brooklyn,Fort Greene,40.69473,-73.97225,Entire home/apt,175,1,1,2,6.080234488993193
Brooklyn,Williamsburg,40.71027,-73.95293,Private room,75,1,0,3,5.061315739369547
Manhattan,Washington Heights,40.8444,-73.93654,Private room,27,29,1,1,11.457813380669442
Manhattan,East Harlem,40.7947,-73.94115,Entire home/apt,160,1,0,1,6.3718545244663485
Brooklyn,Flatbush,40.64544,-73.95731,Private room,95,2,3,2,11.70786946623287
Manhattan,West Village,40.7363,-74.00494,Entire home/apt,340,30,2,1,2.1156290377362112
Manhattan,Upper West Side,40.80052,-73.9706,Private room,100,2,8,1,5.937500247674191
Brooklyn,Williamsburg,40.71465,-73.95499,Private room,75,2,11,3,4.55927236426316
Manhattan,Upper West Side,40.80055,-73.96876,Private room,80,2,3,1,5.975704388677335
Manhattan,Lower East Side,40.71022,-73.99163,Entire home/apt,195,3,14,1,4.2809850985831535
Manhattan,Morningside Heights,40.80218,-73.95904,Entire home/apt,100,1,24,1,6.39111381909918
Manhattan,Upper East Side,40.76812,-73.95093,Entire home/apt,150,7,0,1,3.6555628449203152
Queens,Woodside,40.74217,-73.90218,Entire home/apt,136,2,17,1,7.069617494539314
Brooklyn,Clinton Hill,40.6819,-73.96007,Entire home/apt,250,2,16,1,7.710236238070314
Bronx,Riverdale,40.88511,-73.90831,Entire home/apt,175,3,5,1,16.552149997092855
Manhattan,Nolita,40.72192,-73.99418,Private room,307,3,1,2,3.0357543552504427
Manhattan,Midtown,40.74933,-73.98467,Entire home/apt,600,2,1,1,0.1295057365948933
Brooklyn,Crown Heights,40.67775,-73.94913,Entire home/apt,99,4,5,1,8.445752806196529
Queens,Flushing,40.76339,-73.82831,Private room,55,1,7,5,13.367717561940081
Manhattan,Hell's Kitchen,40.75975,-73.9944,Private room,215,2,0,1,1.4646587747050517
Manhattan,SoHo,40.72355,-74.0032,Entire home/apt,200,2,0,1,3.139843247741271
Manhattan,Hell's Kitchen,40.75665,-73.99838,Private room,129,1,18,30,1.4154135413901043
Brooklyn,Crown Heights,40.67698,-73.94414,Private room,99,2,2,3,8.686495879114972
Queens,Flushing,40.76548,-73.82764,Private room,82,1,2,5,13.454456813128736
Queens,Woodside,40.75542,-73.90716,Entire home/apt,125,3,14,1,6.660739229384876
Queens,Ridgewood,40.69845,-73.90838,Private room,150,1,14,1,8.565333407364962
Brooklyn,Bedford-Stuyvesant,40.68515,-73.94743,Entire home/apt,151,1,1,1,7.742983560873016
Brooklyn,Crown Heights,40.6773,-73.94465,Private room,99,2,1,3,8.636593029768045
Brooklyn,Clinton Hill,40.6887,-73.96668,Entire home/apt,98,1,32,2,6.835266037652883
Brooklyn,Greenpoint,40.73008,-73.96062,Private room,70,2,2,1,2.9327434527959504
Brooklyn,Greenpoint,40.72918,-73.95538,Entire home/apt,200,4,1,1,3.3283110853654034
Brooklyn,Williamsburg,40.71861,-73.95448,Entire home/apt,380,3,3,1,4.2299091576295265
Manhattan,SoHo,40.72418,-73.99978,Entire home/apt,500,5,3,1,2.949962349357074
Brooklyn,Bushwick,40.69726,-73.91587,Private room,50,2,19,1,8.186730914451653
Brooklyn,Williamsburg,40.71318,-73.95876,Entire home/apt,149,2,20,1,4.527954633234495
Brooklyn,Williamsburg,40.70689,-73.94996,Entire home/apt,73,30,1,3,5.513363150957002
Brooklyn,Bushwick,40.6991,-73.92338,Private room,50,1,7,1,7.594629276800669
Manhattan,Lower East Side,40.71436,-73.98856,Private room,80,1,6,2,3.7980297113222283
Manhattan,West Village,40.72975,-74.0042,Entire home/apt,170,2,9,1,2.602518879714263
Manhattan,East Village,40.72815,-73.98455,Entire home/apt,120,1,5,1,2.256506135036418
Queens,Astoria,40.77298,-73.92461,Entire home/apt,70,1,1,2,5.8249392769545105
Manhattan,Tribeca,40.72018,-74.00451,Private room,70,30,2,1,3.523576993331613
Manhattan,Theater District,40.75716,-73.98796,Entire home/apt,400,4,2,1,0.9946279717020584
Manhattan,Hell's Kitchen,40.75438,-73.99759,Private room,209,2,11,8,1.2100943763057594
Queens,Flushing,40.76418,-73.8293,Private room,72,1,8,5,13.296145330794523
Manhattan,Harlem,40.80324,-73.94887,Entire home/apt,125,2,12,1,6.84448424041527
Manhattan,Chelsea,40.74656,-74.00441,Private room,114,1,1,3,1.5993916293997172
Brooklyn,East Flatbush,40.64879,-73.95079,Entire home/apt,88,2,44,1,11.471484762419257
Manhattan,Hell's Kitchen,40.76375,-73.99201,Entire home/apt,250,6,0,1,1.7915559058563428
Manhattan,Financial District,40.70845,-74.01037,Private room,209,7,1,13,4.914018002086442
Manhattan,Financial District,40.70701,-74.0151,Entire home/apt,114,1,6,1,5.236971884888863
Brooklyn,Bedford-Stuyvesant,40.69137,-73.96,Entire home/apt,118,2,6,1,6.706368892871627
Manhattan,Upper West Side,40.78318,-73.97372,Entire home/apt,130,30,1,5,3.9985388413670733
Brooklyn,Brighton Beach,40.57811,-73.96004,Shared room,50,1,0,3,19.079264417271006
Bronx,Allerton,40.86975,-73.84669,Entire home/apt,75,1,7,1,17.872965073718884
Brooklyn,Brownsville,40.65239,-73.91029,Entire home/apt,130,2,20,1,12.435126945988298
Brooklyn,Williamsburg,40.70762,-73.96503,Private room,90,3,10,1,4.8604664884617765
Brooklyn,Bedford-Stuyvesant,40.69356,-73.94537,Private room,80,2,16,4,6.985307957890626
Manhattan,Midtown,40.75693,-73.96583,Entire home/apt,206,30,3,1,1.9184298080748576
Manhattan,Harlem,40.8242,-73.9537,Entire home/apt,120,2,4,1,8.85532893943189
Brooklyn,Greenpoint,40.73031,-73.95742,Entire home/apt,306,1,0,33,3.115670099051362
Brooklyn,Crown Heights,40.66844,-73.95857,Shared room,46,2,0,1,9.189116394884584
Brooklyn,Bedford-Stuyvesant,40.68446,-73.95182,Entire home/apt,149,3,14,2,7.667649198738679
Bronx,Fieldston,40.89466,-73.89735,Shared room,50,1,8,2,17.897701824889243
Queens,Astoria,40.77036,-73.92191,Entire home/apt,165,3,2,1,5.9003174960017795
Manhattan,Upper West Side,40.77355,-73.99084,Entire home/apt,375,4,1,1,2.833664961795652
Manhattan,Chinatown,40.71508,-73.9975,Private room,75,1,33,2,3.8430443928903966
Manhattan,Gramercy,40.73619,-73.98307,Entire home/apt,259,1,14,2,1.3764368719736164
Brooklyn,Crown Heights,40.67299,-73.95804,Entire home/apt,210,4,1,1,8.711197196479352
Brooklyn,Bedford-Stuyvesant,40.6891,-73.95596,Private room,55,2,23,1,7.059513559150041
Brooklyn,Crown Heights,40.67536,-73.94237,Entire home/apt,460,2,2,2,8.911954990057087
Brooklyn,Greenpoint,40.7227,-73.93691,Private room,85,1,14,5,5.005588354888998
Manhattan,Murray Hill,40.74957,-73.97683,Entire home/apt,111,30,1,50,0.7510207089825686
Manhattan,East Harlem,40.80909,-73.93726,Private room,200,30,0,1,7.889118396881652
Manhattan,Murray Hill,40.74839,-73.97556,Entire home/apt,111,30,0,50,0.8468549114872144
Manhattan,Harlem,40.82982,-73.94661,Private room,109,1,1,6,9.640261879468204
Manhattan,Washington Heights,40.8375,-73.94182,Entire home/apt,99,1,2,1,10.581880682185703
Manhattan,Nolita,40.72154,-73.99727,Entire home/apt,300,4,3,1,3.148353126664668
Brooklyn,Bushwick,40.69412,-73.9062,Private room,70,3,8,3,9.021696327654567
Manhattan,Chelsea,40.74079,-74.00383,Entire home/apt,250,3,4,1,1.7555360860208262
Brooklyn,Fort Greene,40.688,-73.97185,Entire home/apt,80,3,2,1,6.8235092842276925
Manhattan,Financial District,40.70636,-74.0096,Entire home/apt,240,7,14,2,5.099427470586221
Brooklyn,Williamsburg,40.70795,-73.94307,Entire home/apt,200,3,0,1,5.757886656166653
Manhattan,Harlem,40.81112,-73.94289,Private room,100,3,2,1,7.854897679517528
Manhattan,Nolita,40.72249,-73.99406,Entire home/apt,160,3,14,1,2.971723703097019
Queens,Douglaston,40.75466,-73.72924,Entire home/apt,178,5,14,1,21.62968588010868
Manhattan,Hell's Kitchen,40.76481,-73.9922,Entire home/apt,269,4,6,1,1.9089961318224378
Bronx,Claremont Village,40.83499,-73.91003,Private room,75,3,19,1,11.552565099787595
Brooklyn,East Flatbush,40.65867,-73.92953,Entire home/apt,200,1,0,3,11.053139891654386
Brooklyn,Bedford-Stuyvesant,40.6877,-73.93146,Private room,42,30,2,27,8.156636312738305
Manhattan,Washington Heights,40.83815,-73.94385,Private room,40,3,23,1,10.59166317086093
Brooklyn,Bedford-Stuyvesant,40.68765,-73.93208,Private room,42,30,1,27,8.132086017699585
Manhattan,Hell's Kitchen,40.76802,-73.9906,Private room,130,2,5,1,2.223751333430626
Queens,Ditmars Steinway,40.77269,-73.90626,Entire home/apt,90,14,1,2,7.215382448022642
Manhattan,East Harlem,40.78721,-73.94131,Private room,99,1,1,1,5.709896603622227
Brooklyn,East Flatbush,40.64574,-73.94675,Private room,50,1,46,2,11.889496901558685
Brooklyn,Clinton Hill,40.69205,-73.96646,Entire home/apt,150,2,41,1,6.4778459387294625
Queens,Astoria,40.75978,-73.91748,Private room,80,7,1,1,5.882257302886896
Brooklyn,Bedford-Stuyvesant,40.69176,-73.95396,Entire home/apt,120,3,22,1,6.84740959871635
Manhattan,Midtown,40.75876,-73.96153,Entire home/apt,162,1,0,1,2.3343084569716823
Manhattan,Chelsea,40.74172,-73.99937,Private room,66,5,0,1,1.3791604576050203
Manhattan,Midtown,40.75199,-73.9725,Entire home/apt,350,3,17,1,1.1747295466807668
Manhattan,NoHo,40.72746,-73.99288,Entire home/apt,150,6,0,1,2.411028626766924
Manhattan,Upper West Side,40.77848,-73.97996,Entire home/apt,150,1,7,1,3.3814539671029684
Manhattan,Chelsea,40.74337,-73.99423,Private room,85,3,15,3,0.9185067609792346
Manhattan,Harlem,40.80348,-73.95775,Private room,50,30,1,6,6.564943487843442
Manhattan,Financial District,40.70428,-74.00707,Entire home/apt,550,2,30,1,5.235136874872509
Manhattan,Flatiron District,40.7443,-73.99056,Entire home/apt,225,5,4,2,0.61941934637567
Manhattan,Harlem,40.82293,-73.93958,Private room,70,4,8,2,9.15793075328656
Brooklyn,Sunset Park,40.64564,-74.01867,Private room,75,1,1,1,11.775050261227804
Brooklyn,Williamsburg,40.71361,-73.95703,Entire home/apt,195,2,5,1,4.561950175843453
Manhattan,Harlem,40.80289,-73.95813,Private room,63,30,2,6,6.492160985614701
Brooklyn,Bushwick,40.69499,-73.90994,Private room,40,5,1,1,8.723621750012327
Manhattan,Harlem,40.80521,-73.95592,Private room,63,30,1,6,6.800358662597272
Brooklyn,Bedford-Stuyvesant,40.68633,-73.92728,Entire home/apt,150,3,15,1,8.48303695928162
Manhattan,Harlem,40.80447,-73.95589,Private room,63,30,0,6,6.724777296459131
Manhattan,Nolita,40.72224,-73.99675,Entire home/apt,165,3,5,1,3.060672429772988
Brooklyn,Navy Yard,40.70159,-73.9801,Private room,50,6,1,1,5.231972356432263
Brooklyn,Bushwick,40.70131,-73.93039,Private room,50,1,0,1,7.012760335986924
Brooklyn,Bushwick,40.69968,-73.93588,Private room,85,1,4,1,6.856724985900514
Brooklyn,Flatbush,40.64308,-73.96508,Private room,150,3,2,2,11.85174921836843
Manhattan,Two Bridges,40.71261,-73.99475,Private room,62,1,7,1,4.058665477616135
Brooklyn,Bedford-Stuyvesant,40.69107,-73.95597,Private room,50,1,13,7,6.854559426923384
Brooklyn,Fort Greene,40.68412,-73.96951,Private room,60,7,3,1,7.283714162514654
Manhattan,Greenwich Village,40.73313,-73.99692,Entire home/apt,299,6,0,4,1.95002664476884
Brooklyn,Park Slope,40.67958,-73.97816,Entire home/apt,345,3,10,2,7.687120978748942
Manhattan,East Village,40.72829,-73.98452,Entire home/apt,92,1,2,3,2.2410354786540085
Brooklyn,Clinton Hill,40.68658,-73.96752,Private room,241,1,2,1,7.0492753631396345
Bronx,Concourse,40.83488,-73.91988,Private room,45,2,3,1,11.105894892889825
Brooklyn,Flatbush,40.6478,-73.96091,Entire home/apt,125,2,3,1,11.39132205614005
Bronx,Port Morris,40.80747,-73.92766,Private room,145,1,7,1,8.190524666766711
Manhattan,Chinatown,40.71629,-73.98975,Private room,275,2,6,1,3.592064583236554
Manhattan,East Village,40.73298,-73.98768,Entire home/apt,495,2,6,1,1.7260217283680885
Manhattan,Washington Heights,40.84216,-73.94227,Private room,50,1,4,3,11.05691483039172
Queens,Rego Park,40.72276,-73.85683,Private room,40,1,6,1,11.230571212395908
Brooklyn,Greenpoint,40.72305,-73.94576,Entire home/apt,195,1,0,1,4.3886127498732375
Manhattan,Washington Heights,40.84241,-73.94264,Private room,50,1,3,3,11.072949850932275
Brooklyn,East Flatbush,40.66093,-73.93893,Private room,69,1,18,1,10.503845697463875
Manhattan,Washington Heights,40.85042,-73.93649,Entire home/apt,120,5,1,1,12.086590159311584
Manhattan,West Village,40.73181,-74.00606,Entire home/apt,300,3,21,5,2.5278395017157065
Manhattan,West Village,40.73389,-74.00646,Entire home/apt,285,3,12,5,2.3886366616129897
Manhattan,Upper East Side,40.77066,-73.94993,Entire home/apt,140,5,24,1,3.8966503523936895
Manhattan,Harlem,40.82894,-73.94568,Private room,46,1,1,1,9.575495784997376
Brooklyn,Williamsburg,40.71876,-73.94436,Private room,96,3,0,1,4.795011649844989
Brooklyn,Williamsburg,40.71134,-73.96059,Entire home/apt,200,3,0,1,4.634169439783668
Brooklyn,Bushwick,40.69631,-73.92944,Private room,37,1,2,1,7.48859792430393
Manhattan,East Village,40.72141,-73.98111,Entire home/apt,134,1,2,1,3.028830170946728
Brooklyn,East Flatbush,40.64874,-73.94467,Entire home/apt,150,3,3,1,11.619815068326222
Manhattan,Financial District,40.70816,-74.0084,Entire home/apt,195,30,13,1,4.875343139146006
Manhattan,Midtown,40.75886,-73.96374,Private room,90,60,0,2,2.1801229509898468
Manhattan,Upper East Side,40.7843,-73.95745,Entire home/apt,450,5,5,2,4.647461731316067
Manhattan,East Harlem,40.78572,-73.94468,Private room,100,1,13,1,5.399688767164458
Queens,Flushing,40.73941,-73.82099,Private room,49,1,19,5,13.919045230714307
Manhattan,Upper East Side,40.76044,-73.96097,Entire home/apt,189,2,3,1,2.471623591586075
Manhattan,Hell's Kitchen,40.75606,-73.99662,Private room,199,1,21,30,1.2606922717027917
Queens,Astoria,40.76171,-73.91725,Private room,300,3,2,1,5.950916336344677
Manhattan,Hell's Kitchen,40.75491,-73.99644,Private room,199,1,24,30,1.1660227840403707
Manhattan,Hell's Kitchen,40.7552,-73.99672,Private room,179,1,10,30,1.204622274838702
Manhattan,Hell's Kitchen,40.75652,-73.99826,Private room,179,1,24,30,1.3983344527724495
Queens,Woodside,40.74041,-73.89029,Private room,49,30,3,103,8.087443688143724
Brooklyn,Bedford-Stuyvesant,40.69338,-73.94328,Private room,75,1,29,1,7.089971919218603
Manhattan,Lower East Side,40.71501,-73.98478,Private room,95,2,5,1,3.7181143750798022
Brooklyn,Gowanus,40.66838,-73.99325,Entire home/apt,125,12,0,1,8.931531004022691
Queens,South Ozone Park,40.68048,-73.8125,Entire home/apt,72,2,26,2,16.446647817535684
Manhattan,Lower East Side,40.71284,-73.98861,Private room,75,5,14,2,3.967149437312375
Brooklyn,Flatbush,40.64489,-73.96363,Private room,65,3,15,2,11.671279332068607
Brooklyn,Fort Greene,40.68665,-73.97183,Private room,112,5,2,1,6.971928778388633
Queens,Ridgewood,40.70673,-73.90071,Private room,40,1,0,1,8.532687436284865
Brooklyn,Bedford-Stuyvesant,40.68504,-73.91699,Entire home/apt,175,1,16,1,9.124997333168563
Brooklyn,Gowanus,40.68234,-73.98129,Private room,44,2,3,2,7.36319094763522
Brooklyn,Bushwick,40.68513,-73.91385,Private room,50,30,0,26,9.28772223492908
Brooklyn,Greenpoint,40.73128,-73.95439,Private room,95,7,1,2,3.250258625472837
Manhattan,Midtown,40.75172,-73.97191,Entire home/apt,500,4,0,1,1.212160274267068
Manhattan,Upper West Side,40.7723,-73.99363,Entire home/apt,188,2,12,1,2.744668754862097
Brooklyn,Dyker Heights,40.62877,-74.00918,Entire home/apt,75,1,0,2,13.465340283387954
Manhattan,Lower East Side,40.71983,-73.98686,Entire home/apt,295,5,0,1,3.182689211218232
Manhattan,Upper West Side,40.79396,-73.96311,Entire home/apt,400,4,39,1,5.413921491511719
Manhattan,East Village,40.72828,-73.98823,Entire home/apt,125,2,1,2,2.251229747157392
Manhattan,East Village,40.73031,-73.98666,Entire home/apt,139,2,2,2,2.0162923067222907
Manhattan,Harlem,40.81533,-73.95733,Private room,70,3,3,1,7.821717850721648
Manhattan,West Village,40.73045,-74.00266,Private room,90,2,1,1,2.462700534109893
Manhattan,Chelsea,40.74057,-73.99908,Entire home/apt,200,5,0,1,1.4327694271732077
Manhattan,Upper East Side,40.7719,-73.95521,Entire home/apt,133,30,3,91,3.661530932548664
Manhattan,Hell's Kitchen,40.76186,-73.99737,Entire home/apt,150,10,4,1,1.7966445319380862
Manhattan,Upper West Side,40.79757,-73.96065,Entire home/apt,135,2,2,1,5.86318071387178
Brooklyn,Bedford-Stuyvesant,40.68589,-73.94236,Entire home/apt,175,5,1,1,7.857398678898413
Brooklyn,Williamsburg,40.7107,-73.95846,Private room,100,1,1,1,4.781111917310404
Manhattan,Upper East Side,40.77553,-73.95507,Entire home/apt,345,7,0,1,3.96787132541136
Brooklyn,Crown Heights,40.66436,-73.95275,Entire home/apt,120,3,43,1,9.757761129517336
Brooklyn,Bedford-Stuyvesant,40.68377,-73.95804,Entire home/apt,70,4,1,1,7.561486339209951
Brooklyn,Williamsburg,40.70316,-73.94914,Private room,110,1,13,1,5.901572319400306
Queens,Ditmars Steinway,40.77568,-73.90303,Private room,100,1,2,1,7.595254512482895
Manhattan,Upper West Side,40.79535,-73.9641,Private room,120,5,1,1,5.53119932251214
Manhattan,Little Italy,40.71781,-73.99783,Private room,130,3,17,1,3.5585447739000298
Queens,Jackson Heights,40.74848,-73.89149,Shared room,35,2,1,3,7.936640436654953
Manhattan,Hell's Kitchen,40.76383,-73.98979,Entire home/apt,185,4,23,1,1.7529736410089407
Manhattan,Midtown,40.75252,-73.96667,Entire home/apt,714,28,1,49,1.660920521275302
Manhattan,Midtown,40.75436,-73.9671,Entire home/apt,675,28,1,49,1.6952008643764243
Manhattan,Midtown,40.75363,-73.96648,Entire home/apt,675,28,2,49,1.714202497666829
Manhattan,Midtown,40.754,-73.96531,Entire home/apt,675,28,6,49,1.8209919679197408
Manhattan,Midtown,40.75381,-73.96724,Entire home/apt,675,28,2,49,1.661206544491449
Manhattan,Midtown,40.75404,-73.9671,Entire home/apt,675,28,0,49,1.6815952197442239
Manhattan,Midtown,40.75276,-73.96582,Entire home/apt,675,28,1,49,1.7371956694213622
Manhattan,Midtown,40.75408,-73.96568,Entire home/apt,675,28,0,49,1.7948176584731754
Manhattan,Midtown,40.75439,-73.96647,Entire home/apt,675,28,4,49,1.7454929804428012
Manhattan,Midtown,40.75232,-73.96696,Entire home/apt,675,28,1,49,1.6313417956748877
Manhattan,Midtown,40.75371,-73.96515,Entire home/apt,675,28,0,49,1.8229689666671778
Manhattan,Midtown,40.75271,-73.96575,Entire home/apt,714,28,1,49,1.7413257647640334
Manhattan,Midtown,40.75376,-73.96644,Entire home/apt,714,28,1,49,1.7223290424835327
Manhattan,Midtown,40.75447,-73.96573,Entire home/apt,714,28,0,49,1.8066370788450907
Manhattan,Midtown,40.75373,-73.96536,Entire home/apt,714,28,0,49,1.8069527210690863
Manhattan,Midtown,40.75443,-73.96594,Entire home/apt,714,28,0,49,1.7885493631172575
Manhattan,Midtown,40.75402,-73.96724,Entire home/apt,714,28,0,49,1.669812699358037
Manhattan,Midtown,40.75385,-73.96573,Entire home/apt,675,28,1,49,1.7820045263722373
Manhattan,Midtown,40.75428,-73.96566,Entire home/apt,675,28,1,49,1.8043432149935599
Manhattan,Midtown,40.7538,-73.96564,Entire home/apt,714,28,0,49,1.7872662761468905
Manhattan,Midtown,40.75271,-73.96638,Entire home/apt,714,28,0,49,1.6903127575056172
Manhattan,Midtown,40.75264,-73.96543,Entire home/apt,714,28,0,49,1.7651888487343095
Manhattan,Midtown,40.75459,-73.96566,Entire home/apt,714,28,0,49,1.8171311995965822
Manhattan,Midtown,40.75403,-73.96714,Entire home/apt,714,28,0,49,1.678050430441317
Queens,Ditmars Steinway,40.7747,-73.90115,Private room,50,2,0,1,7.698724398032287
Brooklyn,Crown Heights,40.66433,-73.93383,Private room,40,30,0,4,10.328479827780292
Queens,Flushing,40.75982,-73.80629,Entire home/apt,59,1,32,1,15.173719157943353
Manhattan,Lower East Side,40.71744,-73.98957,Private room,115,3,19,1,3.463180425105372
Manhattan,Chelsea,40.74453,-73.99196,Private room,150,1,4,1,0.6881950694477472
Manhattan,Midtown,40.75714,-73.96748,Private room,90,1,42,1,1.8112610521170034
Manhattan,East Harlem,40.79844,-73.94048,Entire home/apt,220,5,0,1,6.744667685542128
Brooklyn,South Slope,40.66181,-73.98218,Entire home/apt,130,4,2,1,9.643861788040688
Brooklyn,Clinton Hill,40.68325,-73.96487,Entire home/apt,110,4,4,2,7.460851610466264
Manhattan,Morningside Heights,40.80402,-73.96345,Entire home/apt,266,14,2,12,6.46635619167003
Queens,Glendale,40.6953,-73.898,Private room,100,1,5,1,9.463981744009633
Manhattan,Upper East Side,40.76804,-73.95951,Private room,73,3,0,1,3.101198906090037
Manhattan,Harlem,40.82022,-73.95309,Private room,150,100,0,1,8.45083438030221
Brooklyn,Bushwick,40.70887,-73.92154,Entire home/apt,200,3,1,1,6.96938910889274
Brooklyn,Bay Ridge,40.63921,-74.02474,Entire home/apt,90,3,19,1,12.5961583304407
Manhattan,Tribeca,40.71532,-74.00645,Entire home/apt,303,30,1,232,4.081281637304853
Queens,Rego Park,40.72664,-73.85884,Entire home/apt,250,2,1,1,10.962909194399852
Staten Island,St. George,40.64682,-74.08575,Entire home/apt,86,5,1,1,14.117841291848531
Manhattan,Tribeca,40.71941,-74.00856,Private room,80,1,38,2,3.7640396378073255
Manhattan,East Village,40.72573,-73.98841,Entire home/apt,100,2,11,1,2.5352367986008746
Brooklyn,Bushwick,40.69498,-73.90698,Entire home/apt,179,1,5,1,8.908719497524707
Brooklyn,Williamsburg,40.71853,-73.96415,Entire home/apt,220,2,6,1,3.7860361499535133
Manhattan,Upper East Side,40.76917,-73.95367,Entire home/apt,230,2,13,1,3.5485507138291084
Queens,Astoria,40.76635,-73.9205,Private room,89,3,2,2,5.841579652495579
Brooklyn,Gravesend,40.60626,-73.9754,Private room,40,1,1,1,15.846624708078956
Manhattan,Financial District,40.70542,-74.00678,Private room,105,2,3,1,5.107645117901385
Manhattan,Hell's Kitchen,40.76826,-73.98719,Entire home/apt,175,7,2,1,2.2142204377667962
